"species","batch_id","volume","treenumb","canopy_top","canopy_bottom","branchper30","maxbranchradius","branchgroup","crownlength","crownvolume","species_latin","leaf_type","native","growth_rate"
"olea_europea",35470,100,3,237.5,80,6,55,"medium",157.5,0.498924183298229,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35468,35,5,239.4,36,5,79,"medium",203.4,1.32933288712145,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35468,35,6,214.4,46,6,65,"medium",168.4,0.745070585700867,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35470,100,6,259,62,3,40,"low",197,0.330076668137168,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35470,100,7,268.1,80,4,45,"low",188.1,0.398880165244662,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",26749,15,5,221,53,10,79.5,"medium",168,1.11191645425565,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",26749,15,6,212.9,46,6,65,"medium",166.9,0.738433971220159,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",26749,15,7,152.6,40,5,87,"medium",112.6,0.892494428639794,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",26749,15,8,168.6,65,6,70,"medium",103.6,0.531599364889441,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",26749,15,9,193.1,42,10,98,"medium",151.1,1.51965580606368,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35469,65,3,217.4,73,5,50,"medium",144.4,0.378038315981972,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35468,35,2,233.8,34,7,65,"medium",199.8,0.883997048830364,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35470,100,2,26,80,8,50,"medium",-54,-0.141371669411541,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35470,100,1,275,120,4,45,"low",155,0.328689131381832,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",26749,15,2,174.9,50,3,43,"low",124.9,0.241839907193097,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35470,100,4,262.8,75,10,50,"medium",187.8,0.491659250286803,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35468,35,7,232.9,36,6,96,"medium",196.9,1.9002765112069,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",26749,15,4,169.1,44,6,74,"medium",125.1,0.717380169173106,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",26749,15,3,164,38,5,116,"medium",126,1.77547737136158,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",26749,15,10,178.2,38,6,83,"medium",140.2,1.01142297901311,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35468,35,1,204.6,43,7,78,"medium",161.6,1.02957782407918,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",35470,100,5,256.1,85,3,40,"low",171.1,0.286680801615581,"Olea europea","Evergreen","Non Native","Slow"
"olea_europea",26749,15,1,158.1,34,5,68,"medium",124.1,0.600922167262574,"Olea europea","Evergreen","Non Native","Slow"
"tristaniopsis_laurina_luscious",34994,75,2,220.6,36,2,50,"low",184.6,0.48328166987723,"Tristaniopsis laurina ‘Luscious’","Evergreen","Native","Slow"
"tristaniopsis_laurina_luscious",34994,75,4,213.6,47,4,65,"low",166.6,0.737106648324017,"Tristaniopsis laurina ‘Luscious’","Evergreen","Native","Slow"
"tristaniopsis_laurina_luscious",34994,75,1,220.6,43,2,42,"low",177.6,0.328072750903198,"Tristaniopsis laurina ‘Luscious’","Evergreen","Native","Slow"
"tristaniopsis_laurina_luscious",34994,75,6,230.1,41,5,44,"medium",189.1,0.383376510218952,"Tristaniopsis laurina ‘Luscious’","Evergreen","Native","Slow"
"tristaniopsis_laurina_luscious",34994,75,3,202.5,37,5,48,"medium",165.5,0.399308992641877,"Tristaniopsis laurina ‘Luscious’","Evergreen","Native","Slow"
"tristaniopsis_laurina_luscious",34994,75,7,223.8,52,6,48,"medium",171.8,0.414509274537006,"Tristaniopsis laurina ‘Luscious’","Evergreen","Native","Slow"
"tristaniopsis_laurina_luscious",34994,75,5,241.7,42,5,54,"medium",199.7,0.609809523440069,"Tristaniopsis laurina ‘Luscious’","Evergreen","Native","Slow"
"tristaniopsis_laurina_luscious",34994,75,9,234.1,57,3,36,"low",177.1,0.240354457466725,"Tristaniopsis laurina ‘Luscious’","Evergreen","Native","Slow"
"tristaniopsis_laurina_luscious",34994,75,10,227.9,43,10,42,"medium",184.9,0.341557723209467,"Tristaniopsis laurina ‘Luscious’","Evergreen","Native","Slow"
"tristaniopsis_laurina_luscious",34994,75,8,223.8,56,7,50,"medium",167.8,0.439299372726973,"Tristaniopsis laurina ‘Luscious’","Evergreen","Native","Slow"
"ulmus_parvifolia",33573,400,4,360.8,116,9,140,"medium",244.8,5.02453762644537,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",1948,200,4,350.2,98,5,110,"medium",252.2,3.19564899118256,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",33573,400,8,356.8,102,5,195,"medium",254.8,10.1460562181071,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",33573,400,9,340.9,115,7,110,"medium",225.9,2.86239931446527,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",33573,400,10,366.4,110,7,100,"medium",256.4,2.68501452126808,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",1948,200,10,330.8,105,5,105,"medium",225.8,2.60694070783861,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",1948,200,9,348.1,135,8,140,"medium",213.1,4.3738928439359,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",1948,200,1,399.1,99,6,130,"medium",300.1,5.31106134842827,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",1948,200,2,321.5,98,12,103,"high",223.5,2.48302215641409,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",1948,200,3,387.7,107,8,110,"medium",280.7,3.55677506671271,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",33573,400,1,343.6,121,6,110,"medium",222.6,2.82058471624599,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",33573,400,2,368.5,120,8,130,"medium",248.5,4.39786319588279,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",33573,400,5,347.5,113,7,120,"medium",234.5,3.53617669088067,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",33573,400,6,333.1,114,5,125,"medium",219.1,3.5850153666746,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",33573,400,7,316.4,95,6,140,"medium",221.4,4.54425094156456,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",1948,200,7,378.7,89,11,90,"high",289.7,2.4573223577114,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",26658,800,1,398.5,124,4,140,"low",274.5,5.63413226494793,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",1948,200,8,379.6,87,8,100,"medium",292.6,3.06410003480125,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",26658,800,3,377.8,113,4,200,"low",264.8,11.0919164622744,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",26658,800,4,404.1,122,4,150,"low",282.1,6.64682465683261,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",26658,800,5,344.8,125,5,160,"medium",219.8,5.89245495687711,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",26658,800,2,391.6,120,4,180,"low",271.6,9.21517089892187,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",1948,200,5,338.2,107,6,160,"medium",231.2,6.19806909021833,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",1948,200,6,348.6,97,10,135,"medium",251.6,4.80183012323239,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"ulmus_parvifolia",33573,400,3,372.2,120,4,125,"low",252.2,4.12661285018409,"Ulmus parvifolia ","Deciduous","Non-Native","Fast"
"waterhousea_floribunda",34776,35,9,122,19,10,59,"medium",103,0.375465351598682,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",34776,35,6,124,14,15,55,"high",110,0.348454985160668,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26162,75,5,191.7,15,3,67,"low",176.7,0.830643694953714,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26162,75,6,213,10,5,70,"medium",203,1.04164740417526,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26706,200,1,373.5,39,7,70,"medium",334.5,1.71640914628878,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",34776,35,4,154,15,12,60,"high",139,0.524017654618777,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",34776,35,8,129,16,14,64,"high",113,0.484693292176243,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26162,75,3,189.2,15,6,80,"medium",174.2,1.16749960587806,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",34776,35,5,137,15,18,49,"high",122,0.30674720109161,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26083,100,1,251.4,13,5,50,"medium",238.4,0.624129740513172,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",34776,35,7,118,20,8,49,"medium",98,0.246403489401457,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26162,75,4,189.2,20,5,63,"medium",169.2,0.703250542054321,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26162,75,2,180,15,6,40,"medium",165,0.276460153515902,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",34776,35,2,160,20,8,40,"medium",140,0.234572251468038,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26706,200,2,351.5,27,5,71,"medium",324.5,1.71301046663637,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26162,75,7,238.3,10,7,65,"medium",228.3,1.01009272396382,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",34776,35,3,146,16,11,49,"high",130,0.326861771654994,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",34776,35,1,169,18,10,48,"medium",151,0.364324216851501,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26706,200,3,314,15,8,50,"medium",299,0.782780169519457,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",34776,35,10,144,18,13,40,"high",126,0.211115026321234,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26162,75,1,221.9,15,6,50,"medium",206.9,0.54166293335644,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26706,200,6,336,23,8,77,"medium",313,1.94336512996697,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26706,200,5,329.7,20,8,110,"medium",309.7,3.92423668742759,"Waterhousea floribunda","Evergreen","Native","Fast"
"waterhousea_floribunda",26706,200,4,283.4,21,5,64,"medium",262.4,1.12551787492961,"Waterhousea floribunda","Evergreen","Native","Fast"
