"species","batch_id","volume","treenumb","canopy_top","canopy_bottom","branchper30","maxbranchradius","branchgroup","crownlength","crownvolume","species_latin","leaf_type","native","growth_rate"
"banksia_integrifolia",34084,400,2,385,96,6,92,"medium",289,2.56154574119179,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34084,400,3,419.1,107,8,90,"medium",312.1,2.64732588140051,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34084,400,4,402.3,112,8,80,"medium",290.3,1.94560927431918,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34084,400,5,400.1,98,6,60,"medium",302.1,1.13889016877937,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34084,400,6,447.7,117,8,80,"medium",330.7,2.21637267315658,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34137,15,7,127.2,30,7,50,"medium",97.2,0.254469004940773,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34084,400,7,369.4,119,11,105,"high",250.4,2.8909563916864,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34084,400,8,424.4,95,6,65,"medium",329.4,1.45740053996357,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34084,400,9,361,114,10,90,"medium",247,2.09512814067903,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34042,75,1,266.1,110,12,40,"high",156.1,0.261548060386862,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34042,75,2,253.4,110,10,60,"medium",143.4,0.540605263829732,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",33032,45,1,285.8,37,3,100,"low",248.8,2.60542750737714,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34042,75,4,237.6,100,10,70,"medium",137.6,0.706062476918794,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34137,15,1,92,40,10,39,"medium",52,0.0828249487192413,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34084,400,1,325.7,109,6,130,"medium",216.7,3.83507828791872,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",33034,45,3,175.1,47,4,37,"low",128.1,0.183645882636041,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",33035,45,4,198.4,107,6,40,"medium",91.4,0.15314216988699,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",33036,45,5,195.1,55,10,49,"medium",140.1,0.352256416991267,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",33037,45,6,349.5,44,3,42,"low",305.5,0.564336854734949,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34042,75,6,336.8,92,4,48,"low",244.8,0.590639525067864,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34042,75,7,363,105,2,50,"low",258,0.675442420521805,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34042,75,3,287.8,128,7,40,"medium",159.8,0.267747469889946,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34042,75,5,258.9,127,5,50,"medium",131.9,0.345313392507078,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34042,75,10,326.8,127,6,56,"medium",199.8,0.656145501806396,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",32822,200,2,355.7,143,8,80,"medium",212.7,1.4255290824929,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34042,75,8,286.4,124,5,44,"medium",162.4,0.329245612160538,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",34042,75,9,312.7,110,7,70,"medium",202.7,1.040108023775,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",32821,200,1,383.5,114,3,50,"low",269.5,0.705549350118708,"Banksia integrifolia","Evergreen","Native","Moderate"
"banksia_integrifolia",32823,200,3,365.8,93,9,82,"medium",272.8,1.92088200798229,"Banksia integrifolia","Evergreen","Native","Moderate"
"brachychiton_acerifolius",33117,45,1,225.7,100,6,62,"medium",125.7,0.505996222520725,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33117,45,2,217.8,42,6,40,"medium",175.8,0.294555727200579,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33117,45,5,165.2,72,2,23,"low",93.2,0.0516297714271356,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33117,45,6,254.8,123,6,90,"medium",131.8,1.11796716170646,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33117,45,4,226.1,96,4,73,"low",130.1,0.7260250991175,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33924,100,1,420.5,210,2,80,"low",210.5,1.41078454097206,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33924,100,2,404.8,200,3,50,"low",204.8,0.536165146212658,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33117,45,3,189.9,120,10,42,"medium",69.9,0.129123227973725,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33924,100,4,425.4,204,5,75,"medium",221.4,1.30415365032146,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33924,100,5,393.9,210,8,90,"medium",183.9,1.55989500028694,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33924,100,6,387.2,220,10,110,"medium",167.2,2.11860630977686,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33924,100,3,360.8,205,8,90,"medium",155.8,1.32154236565908,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33117,45,7,185.5,62,4,56,"low",123.5,0.405575422788237,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33117,45,8,175.5,82,3,54,"low",93.5,0.285514223543548,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33117,45,9,255,186,7,45,"medium",69,0.146319677840945,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33924,100,7,404,122,3,98,"low",282,2.83615444943718,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",34182,75,2,207.9,130,8,46,"medium",77.9,0.172616274428063,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",34182,75,3,251.1,155,9,30,"medium",96.1,0.0905721162029937,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",34182,75,4,217,151,11,36,"high",66,0.0895730897391522,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",34182,75,5,246.4,158,10,32,"medium",88.4,0.094793997850398,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",34182,75,6,246.4,132,1,33,"low",114.4,0.130461546444154,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",34182,75,7,238.6,81,4,63,"low",157.6,0.655037147918209,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",34182,75,8,291.3,152,7,35,"medium",139.3,0.178696408130065,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",34182,75,9,209.1,60,3,62,"low",149.1,0.600191223371839,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",34182,75,10,246.6,162,5,40,"medium",84.6,0.141748660529971,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33924,100,8,426.7,200,8,60,"medium",226.7,0.854638865482567,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33924,100,9,425.8,196,3,45,"low",229.8,0.487308144461581,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33924,100,10,391.5,148,2,60,"low",243.5,0.917973373378938,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",34182,75,1,238.1,120,7,39,"medium",118.1,0.1881082008412,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",33117,45,10,207,99,11,57,"high",108,0.367453243134477,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",35757,200,1,344.7,94,3,70,"low",250.7,1.28640888781644,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",35757,200,2,421.7,124,3,92,"low",297.7,2.63865801782975,"Brachychiton acerifolius","Deciduous","Native","Slow"
"brachychiton_acerifolius",35757,200,3,380.4,129,4,100,"low",251.4,2.63265464370825,"Brachychiton acerifolius","Deciduous","Native","Slow"
"callistemon_kingsparkspecial",26627,25,6,160,2,7,40,"medium",158,0.2647315409425,"Callistemon ‘Kings Park Special’","Evergreen","Native","Fast"
"callistemon_kingsparkspecial",26627,25,10,160,5,10,68,"medium",155,0.750547428893625,"Callistemon ‘Kings Park Special’","Evergreen","Native","Fast"
"callistemon_kingsparkspecial",26627,25,1,152,3,14,39,"high",149,0.237325333830134,"Callistemon ‘Kings Park Special’","Evergreen","Native","Fast"
"callistemon_kingsparkspecial",26627,25,2,151,9,8,31,"medium",142,0.14290267223139,"Callistemon ‘Kings Park Special’","Evergreen","Native","Fast"
"callistemon_kingsparkspecial",26627,25,3,190,6,7,74,"medium",184,1.05513949742487,"Callistemon ‘Kings Park Special’","Evergreen","Native","Fast"
"callistemon_kingsparkspecial",26627,25,4,170,8,12,86,"high",162,1.25470184036131,"Callistemon ‘Kings Park Special’","Evergreen","Native","Fast"
"callistemon_kingsparkspecial",26627,25,5,160,5,13,60,"high",155,0.584336233567702,"Callistemon ‘Kings Park Special’","Evergreen","Native","Fast"
"callistemon_kingsparkspecial",26627,25,9,159,3,8,72,"medium",156,0.846872848442893,"Callistemon ‘Kings Park Special’","Evergreen","Native","Fast"
"callistemon_kingsparkspecial",26627,25,7,168,2,9,70,"medium",166,0.851790488143313,"Callistemon ‘Kings Park Special’","Evergreen","Native","Fast"
"callistemon_kingsparkspecial",26627,25,8,180,17,6,78,"medium",163,1.03849743394126,"Callistemon ‘Kings Park Special’","Evergreen","Native","Fast"
"corymbia_maculata",35025,200,1,520.4,101,4,85,"low",419.4,3.17318136772164,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35025,200,2,534.6,103,5,84,"medium",431.6,3.18910358760856,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35025,200,3,498.6,65,3,110,"low",433.6,5.49418478420602,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35025,200,4,495.6,102,5,77,"medium",393.6,2.44379717301917,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35025,200,5,524.4,107,7,76,"medium",417.4,2.524691089454,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35025,200,6,325.6,97,7,90,"medium",228.6,1.93905381764869,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,3,156,19,3,41,"low",137,0.241166454447923,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",34802,1000,1,564.3,168,1,120,"low",396.3,5.97606320936465,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",34802,1000,2,740,166,4,120,"low",574,8.6557160791706,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",34802,1000,3,610,220,3,110,"low",390,4.94172524409674,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",34802,1000,4,740,180,4,115,"low",560,7.755545064162,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",34802,1000,5,731,205,4,130,"low",526,9.30895791160704,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",34802,1000,6,655,244,3,170,"low",411,12.4385077933581,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",34802,1000,7,663,192,2,110,"low",471,5.96808356402453,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",34802,1000,8,692,207,3,120,"low",485,7.31362769755704,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",34802,1000,9,623,221,1,130,"low",402,7.11445072331945,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",34802,1000,10,734,196,3,150,"low",538,12.6763263572348,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,1,164,21,10,56,"medium",143,0.469613647439012,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,2,106,17,4,42,"low",89,0.164405826747661,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,7,116,13,3,27,"low",103,0.0786309225266989,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,4,145,13,8,42,"medium",132,0.243837855401025,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,5,90,12,9,45,"medium",78,0.165404853211503,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,6,67,11,11,28,"high",56,0.0459761612877354,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,6,544.5,135,3,120,"low",409.5,6.1751145198961,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,8,137,12,8,41,"medium",125,0.220042385445185,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,9,142,14,9,36,"medium",128,0.173717507372901,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,10,152,12,10,62,"medium",140,0.563559834151961,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,2,195,26,6,41,"medium",169,0.29749730512189,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,7,523.5,156,1,125,"low",367.5,6.01320468851171,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,8,505.6,171,7,108,"medium",334.6,4.08697579455277,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,9,458.3,113,5,110,"medium",345.3,4.37532750458104,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,3,455.6,122,7,95,"medium",333.6,3.15283955528964,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,3,183,19,6,48,"medium",164,0.395689877904942,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,1,478.4,133,3,130,"low",345.4,6.11276437769785,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,1,159,21,4,42,"low",138,0.25492139428289,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,10,180,12,7,35,"medium",168,0.21551325603626,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,4,486.4,168,4,100,"low",318.4,3.33427700300997,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,5,479.4,117,5,111,"medium",362.4,4.67587362065348,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,2,458,136,5,100,"medium",322,3.37197611485304,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,7,244,28,5,42,"medium",216,0.399007399747132,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,4,134,19,8,47,"medium",115,0.266024829918228,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,5,176,19,8,48,"medium",157,0.378800675799243,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,9,201,24,7,50,"medium",177,0.463384916404494,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,8,194,20,6,46,"medium",174,0.385561383189768,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,6,174.1,22,9,38,"medium",152.1,0.229998511443432,"Corymbia maculata","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,5,470.4,83,5,70,"medium",387.4,1.98785322353445,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,6,441.5,90,4,60,"low",351.5,1.32512378128417,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,10,114,14,10,50,"medium",100,0.261799387799149,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,4,462.1,120,4,60,"low",342.1,1.28968661615168,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,9,475.6,107,6,60,"medium",368.6,1.38958926253584,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,8,493.4,106,7,65,"medium",387.4,1.7140162998843,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,7,246,58,8,70,"medium",188,0.964678384162306,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,4,292,28,8,53,"medium",264,0.776576571226168,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,10,515.7,94,6,55,"medium",421.7,1.33584970220231,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,7,441.5,96,7,70,"medium",345.5,1.77285309429828,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,3,453.4,114,6,80,"medium",339.4,2.2746806328072,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,7,107,4,11,44,"high",103,0.208819569289011,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,5,275,38,8,52,"medium",237,0.671094456289237,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,9,120,4,10,48,"medium",116,0.279878206323007,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,6,290.8,37,7,60,"medium",253.8,0.956803458577308,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,2,524,101,8,90,"medium",423,3.5880129696649,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,9,300.8,47,9,52,"medium",253.8,0.718665708886955,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,5,107,4,10,49,"medium",103,0.258975096003572,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,1,415.2,102,5,70,"medium",313.2,1.60711313787039,"Eucalyptus pilularis","Evergreen","Native","Fast"
